pays,code_pays,année,produit,code_produit,dispo_int,dispo_kcal,dispo_kg,pertes,autres_utilisations
Brésil,21,2013,Viande de Suides,2733,2525000.0,92.0,12.6,,0.0
Brésil,21,2013,Viande de Volailles,2734,9016000.0,192.0,45.0,,
Brésil,21,2013,"Viande, Autre",2735,23000.0,0.0,0.11,,
Brésil,21,2013,Abats Comestible,2736,761000.0,7.0,2.32,,296000.0
Brésil,21,2013,Graisses Animales Crue,2737,1395000.0,59.0,2.97,,800000.0
Brésil,21,2013,"Beurre, Ghee",2740,99000.0,10.0,0.49,,
Brésil,21,2013,Crème,2743,0.0,0.0,0.0,,
Brésil,21,2013,Oeufs,2744,2266000.0,33.0,8.98,72000.0,
Brésil,21,2013,Miel,2745,18000.0,1.0,0.09,,
Brésil,21,2013,Poissons Eau Douce,2761,989000.0,9.0,4.94,,0.0
Brésil,21,2013,Perciform,2762,674000.0,3.0,3.36,,0.0
Brésil,21,2013,Poissons Pelagiques,2763,290000.0,3.0,1.09,,0.0
Brésil,21,2013,"Poissons Marins, Autres",2764,125000.0,1.0,0.62,,0.0
Brésil,21,2013,Crustacés,2765,126000.0,1.0,0.63,,1000.0
Brésil,21,2013,Cephalopodes,2766,8000.0,0.0,0.04,,0.0
Brésil,21,2013,"Mollusques, Autres",2767,38000.0,0.0,0.19,,0.0
Brésil,21,2013,Animaux Aquatiques Autre,2769,1000.0,0.0,0.01,,0.0
Brésil,21,2013,Plantes Aquatiques,2775,1000.0,0.0,0.0,,1000.0
Brésil,21,2013,Huiles de Poissons,2781,6000.0,0.0,0.0,,0.0
Brésil,21,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Brésil,21,2013,Riz (Eq Blanchi),2805,8198000.0,326.0,32.13,944000.0,0.0
Brésil,21,2013,Lait - Excl Beurre,2848,33542000.0,252.0,149.28,1634000.0,100000.0
Brésil,21,2013,Miscellanees,2899,,0.0,,,
Belize,23,2013,Blé,2511,20000.0,435.0,54.06,0.0,2000.0
Belize,23,2013,Orge,2513,3000.0,0.0,0.0,,
Belize,23,2013,Maïs,2514,62000.0,277.0,31.75,5000.0,1000.0
Belize,23,2013,Avoine,2516,1000.0,11.0,1.78,,0.0
Belize,23,2013,Sorgho,2518,19000.0,45.0,4.8,,
Belize,23,2013,"Céréales, Autres",2520,0.0,0.0,0.02,,
Belize,23,2013,Pommes de Terre,2531,5000.0,24.0,14.24,0.0,0.0
Belize,23,2013,Manioc,2532,0.0,4.0,1.33,,0.0
Belize,23,2013,Patates douces,2533,0.0,1.0,0.29,,
Belize,23,2013,Racines nda,2534,0.0,3.0,1.13,0.0,
Belize,23,2013,Ignames,2535,0.0,1.0,0.32,,
Belize,23,2013,"Sucre, canne",2536,1078000.0,,,,
Belize,23,2013,Sucre Eq Brut,2542,15000.0,405.0,41.14,1000.0,1000.0
Belize,23,2013,Edulcorants Autres,2543,0.0,5.0,1.1,,
Belize,23,2013,Haricots,2546,5000.0,108.0,11.66,0.0,
Belize,23,2013,Pois,2547,1000.0,32.0,3.38,,
Belize,23,2013,Légumineuses Autres,2549,0.0,3.0,0.34,,
Belize,23,2013,Noix,2551,2000.0,36.0,5.33,,
Belize,23,2013,Soja,2555,4000.0,17.0,1.88,,0.0
Belize,23,2013,Arachides Decortiquees,2556,0.0,4.0,0.25,,
Belize,23,2013,Graines de tournesol,2557,0.0,0.0,0.01,,
Belize,23,2013,Graines Colza/Moutarde,2558,0.0,1.0,0.0,,
Belize,23,2013,Coco (Incl Coprah),2560,1000.0,9.0,2.52,,0.0
Belize,23,2013,Sésame,2561,0.0,0.0,0.01,,
Belize,23,2013,Palmistes,2562,0.0,,,,
Belize,23,2013,Olives,2563,0.0,0.0,0.08,,
Belize,23,2013,"Plantes Oleiferes, Autre",2570,0.0,,,,0.0
Belize,23,2013,Huile de Soja,2571,0.0,14.0,0.59,,
Belize,23,2013,Huile d'Arachide,2572,,0.0,,,
Belize,23,2013,Huile de Tournesol,2573,2000.0,52.0,2.13,,1000.0
Belize,23,2013,Huile de Colza&Moutarde,2574,0.0,,,,0.0
Belize,23,2013,Huile Graines de Coton,2575,0.0,,,,0.0
Belize,23,2013,Huile de Palme,2577,0.0,,,,0.0
Belize,23,2013,Huile de Coco,2578,0.0,3.0,0.14,,
Belize,23,2013,Huile de Sésame,2579,0.0,0.0,0.01,,
Belize,23,2013,Huile d'Olive,2580,0.0,5.0,0.22,,
Belize,23,2013,Huile de Germe de Maïs,2582,0.0,2.0,0.07,,
Belize,23,2013,Huil Plantes Oleif Autr,2586,2000.0,101.0,4.23,,0.0
Belize,23,2013,Tomates,2601,1000.0,2.0,3.21,,
Belize,23,2013,Oignons,2602,1000.0,3.0,2.76,,
Belize,23,2013,"Légumes, Autres",2605,14000.0,27.0,37.96,0.0,1000.0
Belize,23,2013,"Oranges, Mandarines",2611,41000.0,65.0,88.84,12000.0,0.0
Belize,23,2013,Citrons & Limes,2612,0.0,,,,
Belize,23,2013,Pamplemousse,2613,19000.0,35.0,56.49,,
Belize,23,2013,"Agrumes, Autres",2614,0.0,,0.0,,
Belize,23,2013,Bananes,2615,3000.0,11.0,6.56,1000.0,
Belize,23,2013,Bananes plantains,2616,3000.0,12.0,5.87,1000.0,0.0
Belize,23,2013,Pommes,2617,0.0,1.0,0.85,,
Belize,23,2013,Ananas,2618,1000.0,3.0,2.1,,
Belize,23,2013,Dattes,2619,0.0,0.0,0.01,,
Belize,23,2013,Raisin,2620,0.0,1.0,0.69,,
Belize,23,2013,"Fruits, Autres",2625,3000.0,11.0,8.91,0.0,
Belize,23,2013,Café,2630,2000.0,8.0,5.66,,
Belize,23,2013,Feve de Cacao,2633,0.0,16.0,1.05,,
Belize,23,2013,Thé,2635,0.0,0.0,0.3,,
Belize,23,2013,Poivre,2640,0.0,1.0,0.07,,
Belize,23,2013,Piments,2641,0.0,0.0,0.04,,
Belize,23,2013,Girofles,2642,0.0,0.0,0.0,,
Belize,23,2013,"Épices, Autres",2645,0.0,1.0,0.15,,
Belize,23,2013,Vin,2655,1000.0,4.0,2.21,,
Belize,23,2013,Bière,2656,14000.0,36.0,36.64,,2000.0
Belize,23,2013,Boissons Fermentés,2657,0.0,1.0,0.4,,
Belize,23,2013,Boissons Alcooliques,2658,2000.0,49.0,6.03,,0.0
Belize,23,2013,"Alcool, non Comestible",2659,0.0,,,,0.0
Belize,23,2013,Aliments pour enfants,2680,0.0,14.0,1.42,,
Belize,23,2013,Viande de Bovins,2731,2000.0,25.0,4.86,,1000.0
Belize,23,2013,Viande d'Ovins/Caprins,2732,0.0,1.0,0.14,,
Belize,23,2013,Viande de Suides,2733,6000.0,86.0,16.8,,0.0
Belize,23,2013,Viande de Volailles,2734,16000.0,121.0,28.31,,7000.0
Belize,23,2013,"Viande, Autre",2735,0.0,2.0,0.36,,
Belize,23,2013,Abats Comestible,2736,0.0,2.0,0.75,,
Belize,23,2013,Graisses Animales Crue,2737,3000.0,139.0,7.04,,0.0
Belize,23,2013,"Beurre, Ghee",2740,0.0,5.0,0.28,,
Belize,23,2013,Crème,2743,0.0,1.0,0.12,,
Belize,23,2013,Oeufs,2744,2000.0,17.0,4.85,0.0,
Belize,23,2013,Miel,2745,0.0,1.0,0.14,,
Belize,23,2013,Poissons Eau Douce,2761,0.0,0.0,0.21,,0.0
Belize,23,2013,Perciform,2762,3000.0,2.0,1.45,,3000.0
Belize,23,2013,Poissons Pelagiques,2763,142000.0,13.0,5.36,,141000.0
Belize,23,2013,"Poissons Marins, Autres",2764,0.0,1.0,0.55,,0.0
Belize,23,2013,Crustacés,2765,2000.0,5.0,2.72,,1000.0
Belize,23,2013,Cephalopodes,2766,0.0,0.0,0.03,,0.0
Belize,23,2013,"Mollusques, Autres",2767,2000.0,2.0,3.4,,1000.0
Belize,23,2013,Plantes Aquatiques,2775,0.0,0.0,0.0,,0.0
Belize,23,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Belize,23,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Belize,23,2013,Riz (Eq Blanchi),2805,12000.0,276.0,28.42,1000.0,1000.0
Belize,23,2013,Lait - Excl Beurre,2848,27000.0,124.0,80.3,0.0,0.0
Belize,23,2013,Miscellanees,2899,,24.0,,,
Îles Salomon,25,2013,Blé,2511,14000.0,184.0,25.37,,
Îles Salomon,25,2013,Orge,2513,1000.0,0.0,0.07,,
Îles Salomon,25,2013,Maïs,2514,0.0,1.0,0.15,,
Îles Salomon,25,2013,Sorgho,2518,0.0,,,,
Îles Salomon,25,2013,"Céréales, Autres",2520,0.0,0.0,0.0,0.0,
Îles Salomon,25,2013,Pommes de Terre,2531,0.0,0.0,0.17,0.0,
Îles Salomon,25,2013,Manioc,2532,3000.0,15.0,4.97,0.0,
Îles Salomon,25,2013,Patates douces,2533,100000.0,469.0,174.69,2000.0,
Îles Salomon,25,2013,Racines nda,2534,43000.0,159.0,74.46,1000.0,
Îles Salomon,25,2013,Ignames,2535,45000.0,200.0,78.61,1000.0,
Îles Salomon,25,2013,Sucre Eq Brut,2542,2000.0,41.0,4.05,,
Îles Salomon,25,2013,Edulcorants Autres,2543,0.0,4.0,0.75,,
Îles Salomon,25,2013,Haricots,2546,0.0,0.0,0.0,,
Îles Salomon,25,2013,Pois,2547,0.0,1.0,0.07,,
Îles Salomon,25,2013,Légumineuses Autres,2549,7000.0,99.0,10.65,0.0,
Îles Salomon,25,2013,Noix,2551,0.0,4.0,0.51,0.0,
Îles Salomon,25,2013,Soja,2555,0.0,0.0,0.07,,
Îles Salomon,25,2013,Arachides Decortiquees,2556,0.0,0.0,0.03,,
Îles Salomon,25,2013,Graines Colza/Moutarde,2558,0.0,0.0,0.0,,
Îles Salomon,25,2013,Coco (Incl Coprah),2560,329000.0,217.0,71.3,,201000.0
Îles Salomon,25,2013,Sésame,2561,0.0,0.0,0.01,,
Îles Salomon,25,2013,Palmistes,2562,5000.0,,,,5000.0
Îles Salomon,25,2013,"Plantes Oleiferes, Autre",2570,0.0,,,,
Îles Salomon,25,2013,Huile de Soja,2571,0.0,0.0,0.0,,
Îles Salomon,25,2013,Huile de Tournesol,2573,,0.0,,,
Îles Salomon,25,2013,Huile de Palmistes,2576,-2000.0,0.0,,,
Îles Salomon,25,2013,Huile de Palme,2577,2000.0,52.0,2.14,,1000.0
Îles Salomon,25,2013,Huile de Coco,2578,10000.0,21.0,0.86,,10000.0
Îles Salomon,25,2013,Huile de Sésame,2579,0.0,0.0,0.01,,
Îles Salomon,25,2013,Huile d'Olive,2580,0.0,0.0,0.01,,
Îles Salomon,25,2013,Huile de Germe de Maïs,2582,0.0,0.0,0.01,,
Îles Salomon,25,2013,Huil Plantes Oleif Autr,2586,0.0,9.0,0.38,,0.0
Îles Salomon,25,2013,Tomates,2601,0.0,0.0,0.07,,
Îles Salomon,25,2013,Oignons,2602,0.0,0.0,0.54,,
Îles Salomon,25,2013,"Légumes, Autres",2605,8000.0,8.0,12.96,0.0,
Îles Salomon,25,2013,"Oranges, Mandarines",2611,1000.0,0.0,1.31,,
Îles Salomon,25,2013,Pamplemousse,2613,0.0,,0.01,,
Îles Salomon,25,2013,"Agrumes, Autres",2614,0.0,0.0,0.16,,
Îles Salomon,25,2013,Bananes,2615,0.0,1.0,0.42,0.0,
Îles Salomon,25,2013,Pommes,2617,0.0,0.0,0.32,,
Îles Salomon,25,2013,Ananas,2618,0.0,0.0,0.01,,
Îles Salomon,25,2013,Raisin,2620,0.0,0.0,0.04,,
Îles Salomon,25,2013,"Fruits, Autres",2625,29000.0,59.0,49.35,1000.0,
Îles Salomon,25,2013,Café,2630,1000.0,1.0,1.05,,
Îles Salomon,25,2013,Feve de Cacao,2633,0.0,4.0,0.41,,
Îles Salomon,25,2013,Thé,2635,0.0,0.0,0.17,,
Îles Salomon,25,2013,Poivre,2640,0.0,0.0,0.0,,
Îles Salomon,25,2013,"Épices, Autres",2645,0.0,4.0,0.48,,
Îles Salomon,25,2013,Vin,2655,0.0,0.0,0.07,,
Îles Salomon,25,2013,Bière,2656,4000.0,8.0,6.55,,
Îles Salomon,25,2013,Boissons Fermentés,2657,0.0,0.0,0.0,,
Îles Salomon,25,2013,Boissons Alcooliques,2658,0.0,0.0,0.03,,
Îles Salomon,25,2013,"Alcool, non Comestible",2659,0.0,,,,0.0
Îles Salomon,25,2013,Aliments pour enfants,2680,0.0,0.0,0.03,,
Îles Salomon,25,2013,Viande de Bovins,2731,3000.0,27.0,5.57,,
Îles Salomon,25,2013,Viande d'Ovins/Caprins,2732,0.0,1.0,0.14,,
Îles Salomon,25,2013,Viande de Suides,2733,3000.0,45.0,4.7,,
Îles Salomon,25,2013,Viande de Volailles,2734,2000.0,11.0,3.34,,
Îles Salomon,25,2013,"Viande, Autre",2735,0.0,0.0,0.06,,
Îles Salomon,25,2013,Abats Comestible,2736,0.0,2.0,0.64,,
Îles Salomon,25,2013,Graisses Animales Crue,2737,0.0,17.0,0.88,,0.0
Îles Salomon,25,2013,"Beurre, Ghee",2740,0.0,1.0,0.07,,
Îles Salomon,25,2013,Crème,2743,0.0,0.0,0.02,,
Îles Salomon,25,2013,Oeufs,2744,1000.0,5.0,1.28,0.0,
Îles Salomon,25,2013,Poissons Eau Douce,2761,0.0,0.0,0.0,,0.0
Îles Salomon,25,2013,Perciform,2762,0.0,0.0,0.02,,0.0
Îles Salomon,25,2013,Poissons Pelagiques,2763,8000.0,32.0,13.6,,0.0
Îles Salomon,25,2013,"Poissons Marins, Autres",2764,11000.0,36.0,19.01,,0.0
Îles Salomon,25,2013,Crustacés,2765,0.0,0.0,0.03,,0.0
Îles Salomon,25,2013,Cephalopodes,2766,0.0,0.0,0.0,,0.0
Îles Salomon,25,2013,"Mollusques, Autres",2767,1000.0,0.0,0.95,,0.0
Îles Salomon,25,2013,Animaux Aquatiques Autre,2769,0.0,0.0,0.0,,0.0
Îles Salomon,25,2013,Plantes Aquatiques,2775,8000.0,0.0,0.0,,8000.0
Îles Salomon,25,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Îles Salomon,25,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Îles Salomon,25,2013,Riz (Eq Blanchi),2805,49000.0,623.0,63.76,1000.0,12000.0
Îles Salomon,25,2013,Lait - Excl Beurre,2848,7000.0,19.0,11.52,0.0,
Îles Salomon,25,2013,Miscellanees,2899,,3.0,,,
Brunéi Darussalam,26,2013,Blé,2511,18000.0,444.0,42.94,,
Brunéi Darussalam,26,2013,Orge,2513,0.0,2.0,0.27,,
Brunéi Darussalam,26,2013,Maïs,2514,5000.0,101.0,12.77,,0.0
Brunéi Darussalam,26,2013,Seigle,2515,0.0,0.0,,,
Brunéi Darussalam,26,2013,Avoine,2516,0.0,6.0,1.05,,
Brunéi Darussalam,26,2013,Millet,2517,0.0,0.0,0.0,,
Brunéi Darussalam,26,2013,Sorgho,2518,0.0,0.0,0.0,,
Brunéi Darussalam,26,2013,"Céréales, Autres",2520,1000.0,12.0,1.65,,
Brunéi Darussalam,26,2013,Pommes de Terre,2531,5000.0,18.0,12.14,0.0,
Brunéi Darussalam,26,2013,Manioc,2532,4000.0,20.0,7.22,0.0,1000.0
Brunéi Darussalam,26,2013,Patates douces,2533,0.0,3.0,1.04,0.0,
Brunéi Darussalam,26,2013,Racines nda,2534,1000.0,3.0,1.13,0.0,
Brunéi Darussalam,26,2013,Ignames,2535,0.0,1.0,0.39,,
Brunéi Darussalam,26,2013,"Sucre, canne",2536,0.0,0.0,0.0,,
Brunéi Darussalam,26,2013,"Sucre, betterave",2537,0.0,,,,
Brunéi Darussalam,26,2013,Sucre Eq Brut,2542,14000.0,289.0,28.83,,1000.0
Brunéi Darussalam,26,2013,Edulcorants Autres,2543,13000.0,90.0,20.14,,4000.0
Brunéi Darussalam,26,2013,Haricots,2546,0.0,4.0,0.46,,
Brunéi Darussalam,26,2013,Pois,2547,0.0,0.0,0.02,,
Brunéi Darussalam,26,2013,Légumineuses Autres,2549,0.0,8.0,0.85,,
Brunéi Darussalam,26,2013,Noix,2551,1000.0,18.0,3.0,,0.0
Brunéi Darussalam,26,2013,Soja,2555,1000.0,22.0,2.64,,
Brunéi Darussalam,26,2013,Arachides Decortiquees,2556,1000.0,32.0,2.04,,0.0
Brunéi Darussalam,26,2013,Graines de tournesol,2557,0.0,0.0,0.04,,
Brunéi Darussalam,26,2013,Graines Colza/Moutarde,2558,0.0,2.0,0.0,,0.0
Brunéi Darussalam,26,2013,Graines de coton,2559,0.0,,,,0.0
Brunéi Darussalam,26,2013,Coco (Incl Coprah),2560,1000.0,5.0,1.79,0.0,
Brunéi Darussalam,26,2013,Sésame,2561,0.0,1.0,0.06,,
Brunéi Darussalam,26,2013,Palmistes,2562,0.0,,,,0.0
Brunéi Darussalam,26,2013,Olives,2563,0.0,0.0,0.02,,
Brunéi Darussalam,26,2013,"Plantes Oleiferes, Autre",2570,1000.0,0.0,0.0,,0.0
Brunéi Darussalam,26,2013,Huile de Soja,2571,0.0,1.0,0.05,,
Brunéi Darussalam,26,2013,Huile d'Arachide,2572,0.0,0.0,0.0,,0.0
Brunéi Darussalam,26,2013,Huile de Tournesol,2573,0.0,25.0,1.05,,
Brunéi Darussalam,26,2013,Huile de Colza&Moutarde,2574,0.0,,,,0.0
Brunéi Darussalam,26,2013,Huile Graines de Coton,2575,0.0,,,,0.0
Brunéi Darussalam,26,2013,Huile de Palmistes,2576,0.0,,,,0.0
Brunéi Darussalam,26,2013,Huile de Palme,2577,5000.0,168.0,6.94,,2000.0
Brunéi Darussalam,26,2013,Huile de Coco,2578,0.0,0.0,0.0,,0.0
Brunéi Darussalam,26,2013,Huile de Sésame,2579,0.0,4.0,0.16,,
Brunéi Darussalam,26,2013,Huile d'Olive,2580,0.0,2.0,0.07,,0.0
Brunéi Darussalam,26,2013,Huile de Germe de Maïs,2582,0.0,4.0,0.17,,
Brunéi Darussalam,26,2013,Huil Plantes Oleif Autr,2586,4000.0,31.0,1.31,,3000.0
Brunéi Darussalam,26,2013,Tomates,2601,2000.0,3.0,5.33,,
Brunéi Darussalam,26,2013,Oignons,2602,5000.0,13.0,12.23,,
Brunéi Darussalam,26,2013,"Légumes, Autres",2605,31000.0,56.0,72.69,1000.0,0.0
Brunéi Darussalam,26,2013,"Oranges, Mandarines",2611,7000.0,9.0,16.48,0.0,
Brunéi Darussalam,26,2013,Citrons & Limes,2612,1000.0,1.0,1.36,0.0,
Brunéi Darussalam,26,2013,Pamplemousse,2613,0.0,1.0,1.15,,
Brunéi Darussalam,26,2013,"Agrumes, Autres",2614,1000.0,1.0,3.09,,
Brunéi Darussalam,26,2013,Bananes,2615,1000.0,4.0,2.14,0.0,
Brunéi Darussalam,26,2013,Bananes plantains,2616,2000.0,8.0,4.08,,
Brunéi Darussalam,26,2013,Pommes,2617,3000.0,6.0,6.5,,
Brunéi Darussalam,26,2013,Ananas,2618,3000.0,5.0,5.57,0.0,
Brunéi Darussalam,26,2013,Dattes,2619,0.0,3.0,0.66,,
Brunéi Darussalam,26,2013,Raisin,2620,1000.0,2.0,1.86,,
Brunéi Darussalam,26,2013,"Fruits, Autres",2625,15000.0,32.0,33.63,0.0,0.0
Brunéi Darussalam,26,2013,Café,2630,3000.0,11.0,7.94,,
Brunéi Darussalam,26,2013,Feve de Cacao,2633,1000.0,34.0,2.21,,0.0
Brunéi Darussalam,26,2013,Thé,2635,0.0,1.0,0.91,,0.0
Brunéi Darussalam,26,2013,Poivre,2640,0.0,1.0,0.16,,
Brunéi Darussalam,26,2013,Piments,2641,0.0,4.0,0.51,,
Brunéi Darussalam,26,2013,Girofles,2642,0.0,1.0,0.09,,
Brunéi Darussalam,26,2013,"Épices, Autres",2645,1000.0,23.0,2.44,,
Brunéi Darussalam,26,2013,Vin,2655,0.0,0.0,0.06,,0.0
Brunéi Darussalam,26,2013,Bière,2656,4000.0,10.0,8.66,,0.0
Brunéi Darussalam,26,2013,Boissons Fermentés,2657,0.0,0.0,0.01,,
Brunéi Darussalam,26,2013,Boissons Alcooliques,2658,0.0,0.0,0.02,,0.0
Brunéi Darussalam,26,2013,"Alcool, non Comestible",2659,0.0,,,,0.0
Brunéi Darussalam,26,2013,Aliments pour enfants,2680,0.0,8.0,0.78,,
Brunéi Darussalam,26,2013,Viande de Bovins,2731,5000.0,44.0,12.15,,
Brunéi Darussalam,26,2013,Viande d'Ovins/Caprins,2732,1000.0,12.0,2.29,,
Brunéi Darussalam,26,2013,Viande de Suides,2733,3000.0,52.0,8.35,,
Brunéi Darussalam,26,2013,Viande de Volailles,2734,26000.0,214.0,62.87,,
Brunéi Darussalam,26,2013,"Viande, Autre",2735,0.0,2.0,0.33,,
Brunéi Darussalam,26,2013,Abats Comestible,2736,0.0,3.0,1.05,,
Brunéi Darussalam,26,2013,Graisses Animales Crue,2737,0.0,2.0,0.09,,0.0
Brunéi Darussalam,26,2013,"Beurre, Ghee",2740,1000.0,34.0,1.67,,
Brunéi Darussalam,26,2013,Crème,2743,0.0,4.0,0.72,,
Brunéi Darussalam,26,2013,Oeufs,2744,9000.0,65.0,16.16,1000.0,
Brunéi Darussalam,26,2013,Miel,2745,0.0,3.0,0.32,,
Brunéi Darussalam,26,2013,Poissons Eau Douce,2761,1000.0,5.0,3.14,,0.0
Brunéi Darussalam,26,2013,Perciform,2762,1000.0,3.0,3.15,,0.0
Brunéi Darussalam,26,2013,Poissons Pelagiques,2763,2000.0,11.0,4.55,,0.0
Brunéi Darussalam,26,2013,"Poissons Marins, Autres",2764,9000.0,40.0,21.71,,0.0
Brunéi Darussalam,26,2013,Crustacés,2765,4000.0,9.0,8.74,,0.0
Brunéi Darussalam,26,2013,Cephalopodes,2766,1000.0,5.0,2.63,,0.0
Brunéi Darussalam,26,2013,"Mollusques, Autres",2767,1000.0,1.0,2.78,,0.0
Brunéi Darussalam,26,2013,Animaux Aquatiques Autre,2769,0.0,1.0,0.27,,0.0
Brunéi Darussalam,26,2013,Plantes Aquatiques,2775,0.0,0.0,0.0,,0.0
Brunéi Darussalam,26,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Brunéi Darussalam,26,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Brunéi Darussalam,26,2013,Riz (Eq Blanchi),2805,44000.0,749.0,76.67,2000.0,3000.0
Brunéi Darussalam,26,2013,Lait - Excl Beurre,2848,30000.0,135.0,70.47,,1000.0
Brunéi Darussalam,26,2013,Miscellanees,2899,,38.0,,,
Bulgarie,27,2013,Blé,2511,2104000.0,871.0,121.17,608000.0,23000.0
Bulgarie,27,2013,Orge,2513,340000.0,4.0,0.77,15000.0,25000.0
Bulgarie,27,2013,Maïs,2514,1088000.0,198.0,26.82,167000.0,342000.0
Bulgarie,27,2013,Seigle,2515,22000.0,1.0,0.19,1000.0,
Bulgarie,27,2013,Avoine,2516,33000.0,2.0,0.31,1000.0,
Bulgarie,27,2013,Millet,2517,4000.0,,,0.0,
Bulgarie,27,2013,Sorgho,2518,11000.0,,,0.0,
Bulgarie,27,2013,"Céréales, Autres",2520,45000.0,0.0,0.0,0.0,
Bulgarie,27,2013,Pommes de Terre,2531,267000.0,48.0,27.5,23000.0,16000.0
Bulgarie,27,2013,Manioc,2532,0.0,,,,0.0
Bulgarie,27,2013,Patates douces,2533,0.0,0.0,0.01,,
Bulgarie,27,2013,Racines nda,2534,0.0,0.0,0.02,,
Bulgarie,27,2013,"Sucre, betterave",2537,0.0,,,,
Bulgarie,27,2013,Sucre Eq Brut,2542,192000.0,256.0,26.34,,0.0
Bulgarie,27,2013,Edulcorants Autres,2543,40000.0,15.0,2.37,,23000.0
Bulgarie,27,2013,Haricots,2546,14000.0,15.0,1.66,2000.0,
Bulgarie,27,2013,Pois,2547,3000.0,1.0,0.14,0.0,
Bulgarie,27,2013,Légumineuses Autres,2549,11000.0,5.0,0.55,1000.0,
Bulgarie,27,2013,Noix,2551,14000.0,10.0,1.89,0.0,
Bulgarie,27,2013,Soja,2555,6000.0,0.0,0.04,,
Bulgarie,27,2013,Arachides Decortiquees,2556,11000.0,6.0,0.37,,
Bulgarie,27,2013,Graines de tournesol,2557,760000.0,18.0,2.08,128000.0,
Bulgarie,27,2013,Graines Colza/Moutarde,2558,52000.0,2.0,0.0,8000.0,
Bulgarie,27,2013,Graines de coton,2559,1000.0,,,0.0,
Bulgarie,27,2013,Coco (Incl Coprah),2560,3000.0,2.0,0.46,,
Bulgarie,27,2013,Sésame,2561,1000.0,2.0,0.14,0.0,
Bulgarie,27,2013,Palmistes,2562,0.0,,,0.0,
Bulgarie,27,2013,Olives,2563,17000.0,7.0,2.24,1000.0,
Bulgarie,27,2013,"Plantes Oleiferes, Autre",2570,9000.0,0.0,0.01,0.0,0.0
Bulgarie,27,2013,Huile de Soja,2571,11000.0,37.0,1.54,,
Bulgarie,27,2013,Huile d'Arachide,2572,3000.0,11.0,0.46,,
Bulgarie,27,2013,Huile de Tournesol,2573,65000.0,216.0,8.75,,2000.0
Bulgarie,27,2013,Huile de Colza&Moutarde,2574,3000.0,,,,3000.0
Bulgarie,27,2013,Huile Graines de Coton,2575,2000.0,,,,2000.0
Bulgarie,27,2013,Huile de Palmistes,2576,0.0,,,,0.0
Bulgarie,27,2013,Huile de Palme,2577,32000.0,0.0,0.0,,32000.0
Bulgarie,27,2013,Huile de Coco,2578,1000.0,,,,1000.0
Bulgarie,27,2013,Huile de Sésame,2579,0.0,,,,0.0
Bulgarie,27,2013,Huile d'Olive,2580,3000.0,10.0,0.42,,
Bulgarie,27,2013,Huile de Germe de Maïs,2582,7000.0,25.0,1.04,,
Bulgarie,27,2013,Huil Plantes Oleif Autr,2586,16000.0,13.0,0.48,,12000.0
Bulgarie,27,2013,Tomates,2601,161000.0,10.0,18.88,24000.0,
Bulgarie,27,2013,Oignons,2602,46000.0,7.0,6.22,1000.0,
Bulgarie,27,2013,"Légumes, Autres",2605,433000.0,21.0,42.27,49000.0,
Bulgarie,27,2013,"Oranges, Mandarines",2611,55000.0,6.0,7.28,2000.0,
Bulgarie,27,2013,Citrons & Limes,2612,13000.0,1.0,1.7,1000.0,
Bulgarie,27,2013,Pamplemousse,2613,9000.0,1.0,1.24,0.0,
Bulgarie,27,2013,"Agrumes, Autres",2614,5000.0,0.0,0.72,0.0,
Bulgarie,27,2013,Bananes,2615,31000.0,7.0,4.0,2000.0,
Bulgarie,27,2013,Bananes plantains,2616,2000.0,1.0,0.33,,
Bulgarie,27,2013,Pommes,2617,63000.0,8.0,6.45,7000.0,
Bulgarie,27,2013,Ananas,2618,2000.0,0.0,0.31,0.0,
Bulgarie,27,2013,Dattes,2619,1000.0,1.0,0.13,,
Bulgarie,27,2013,Raisin,2620,335000.0,18.0,10.95,2000.0,
Bulgarie,27,2013,"Fruits, Autres",2625,290000.0,49.0,37.32,20000.0,
Bulgarie,27,2013,Café,2630,41000.0,7.0,5.69,,
Bulgarie,27,2013,Feve de Cacao,2633,14000.0,7.0,1.89,,
Bulgarie,27,2013,Thé,2635,1000.0,0.0,0.09,,
Bulgarie,27,2013,Poivre,2640,0.0,0.0,0.02,,
Bulgarie,27,2013,Piments,2641,3000.0,4.0,0.42,0.0,
Bulgarie,27,2013,Girofles,2642,0.0,0.0,0.0,,
Bulgarie,27,2013,"Épices, Autres",2645,3000.0,2.0,0.26,1000.0,
Bulgarie,27,2013,Vin,2655,84000.0,23.0,11.58,,
Bulgarie,27,2013,Bière,2656,545000.0,101.0,75.46,,0.0
Bulgarie,27,2013,Boissons Fermentés,2657,0.0,0.0,0.0,,
Bulgarie,27,2013,Boissons Alcooliques,2658,65000.0,67.0,8.31,,5000.0
Bulgarie,27,2013,"Alcool, non Comestible",2659,3000.0,,,,3000.0
